slug,genre,title,content_status,portfolio_block,intent_type,seo_tier,seo_score,auto_decision,merge_target,primary_keyword_hint,rationale,in_keep_core,field_id,field_match,is_custom_slug,expert_pass,slug_cluster,manual_decision,notes
field-physio-calculation,分野別対策,第一種衛生管理者・労働生理数値問題【WBGT·作業強度·計算手順】,archived,E分野,do,B,6,skip,field-physio-basics,第一種衛生管理者・労働生理数値問題【WBGT·作業強度·計算手順】,非公開（archived）,no,physio,ok,no,no,field,,
field-physio-case-study,分野別対策,第一種衛生管理者・労働生理事例問題【WBGT·作業強度·読解】,archived,E分野,do,B,6,skip,field-physio-basics,第一種衛生管理者・労働生理事例問題【WBGT·作業強度·読解】,非公開（archived）,no,physio,ok,no,no,field,,
field-physio-frequent-topics,分野別対策,第一種衛生管理者・労働生理頻出論点【WBGT・温熱・作業強度】,archived,E分野,do,B,6,skip,field-physio-basics,第一種衛生管理者・労働生理頻出論点【WBGT・温熱・作業強度】,非公開（archived）,no,physio,ok,no,no,field,,
simulation-exam-schedule,過去問活用,第一種衛生管理者試験の模試日程と学習計画【模試活用法連動·月2回】,archived,E過去問,do,A,34,skip,,第一種衛生管理者試験の模試日程と学習計画【模試活用法連動·月2回】,非公開（archived）,no,,n/a,no,no,other,,
bookmark-review-method,過去問活用,第一種衛生管理者試験のブックマークを使った復習【誤答タグ運用】,archived,E過去問,do,B,28,skip,,第一種衛生管理者試験のブックマークを使った復習【誤答タグ運用】,非公開（archived）,no,,n/a,no,no,other,,
drill-volume-guide,過去問活用,第一種衛生管理者試験の演習問題量の目安【週次·月次·100問180分】,archived,E過去問,do,B,28,skip,,第一種衛生管理者試験の演習問題量の目安【週次·月次·100問180分】,非公開（archived）,no,,n/a,no,no,other,,
ichimon-practice,過去問活用,第一種衛生管理者試験の一問一答の活用法【サイト演習モード連動】,archived,E過去問,do,B,28,skip,,第一種衛生管理者試験の一問一答の活用法【サイト演習モード連動】,非公開（archived）,no,,n/a,no,no,other,,
mock-exam-how-to,過去問活用,第一種衛生管理者試験の模試の活用法【180分100問の実力チェック】,archived,E過去問,do,B,28,skip,,第一種衛生管理者試験の模試の活用法【180分100問の実力チェック】,非公開（archived）,no,,n/a,no,no,other,,
past-questions-by-year,過去問活用,第一種衛生管理者試験の年度別過去問の解き方【直近3回から逆算】,archived,E過去問,do,B,28,skip,,第一種衛生管理者試験の年度別過去問の解き方【直近3回から逆算】,非公開（archived）,no,,n/a,no,no,other,,
past-questions-first-attempt,過去問活用,第一種衛生管理者試験の過去問の初回の解き方【テキスト後・20問から】,archived,E過去問,do,B,28,skip,,第一種衛生管理者試験の過去問の初回の解き方【テキスト後・20問から】,非公開（archived）,no,,n/a,no,no,other,,
past-questions-latest-year,過去問活用,第一種衛生管理者試験の最新年度過去問の活用法【直前8週の位置づけ】,archived,E過去問,do,B,28,skip,,第一種衛生管理者試験の最新年度過去問の活用法【直前8週の位置づけ】,非公開（archived）,no,,n/a,no,no,other,,
past-questions-review-cycle,過去問活用,第一種衛生管理者試験の過去問の解き直しサイクル【100問単位】,archived,E過去問,do,B,28,skip,,第一種衛生管理者試験の過去問の解き直しサイクル【100問単位】,非公開（archived）,no,,n/a,no,no,other,,
past-questions-score-analysis,過去問活用,第一種衛生管理者試験の過去問の点数分析【60％·40％足切りの見方】,archived,E過去問,do,B,28,skip,,第一種衛生管理者試験の過去問の点数分析【60％·40％足切りの見方】,非公開（archived）,no,,n/a,no,no,other,,
past-questions-wrong-reasons,過去問活用,第一種衛生管理者試験の過去問の誤答原因の分析【5科目別】,archived,E過去問,do,B,28,skip,,第一種衛生管理者試験の過去問の誤答原因の分析【5科目別】,非公開（archived）,no,,n/a,no,no,other,,
timed-practice,過去問活用,第一種衛生管理者試験の時間を計った演習【180分100問の配分】,archived,E過去問,do,B,28,skip,,第一種衛生管理者試験の時間を計った演習【180分100問の配分】,非公開（archived）,no,,n/a,no,no,other,,
exam-day-time-allocation,直前・当日,第一種衛生管理者試験の当日100問の時間配分【180分·1.8分/問】,archived,F直前,do,A,8,skip,final-day-checklist,第一種衛生管理者試験の当日100問の時間配分【180分·1.8分/問】,非公開（archived）,no,,n/a,no,no,other,,
exam-day-troubleshooting,直前・当日,第一種衛生管理者試験の当日トラブル対応【遅刻·持ち物·体調·会場】,archived,F直前,do,A,8,skip,final-day-checklist,第一種衛生管理者試験の当日トラブル対応【遅刻·持ち物·体調·会場】,非公開（archived）,no,,n/a,no,no,other,,
final-mock-last-run,直前・当日,第一種衛生管理者試験の直前模試の受け方【180分100問·10/5最終】,archived,F直前,do,A,8,skip,final-day-checklist,第一種衛生管理者試験の直前模試の受け方【180分100問·10/5最終】,非公開（archived）,no,,n/a,no,no,other,,
final-scope-narrowing,直前・当日,第一種衛生管理者試験の直前の範囲絞り込み【5科目·40％足切り】,archived,F直前,do,A,8,skip,final-day-checklist,第一種衛生管理者試験の直前の範囲絞り込み【5科目·40％足切り】,非公開（archived）,no,,n/a,no,no,other,,
final-sleep-and-health,直前・当日,第一種衛生管理者試験の直前の睡眠と健康管理【13:30〜16:30向け】,archived,F直前,do,A,8,skip,final-day-checklist,第一種衛生管理者試験の直前の睡眠と健康管理【13:30〜16:30向け】,非公開（archived）,no,,n/a,no,no,other,,
final-week-prep,直前・当日,第一種衛生管理者試験の直前1週間の学習計画【演習量·40％最終確認】,archived,F直前,do,A,8,skip,final-day-checklist,第一種衛生管理者試験の直前1週間の学習計画【演習量·40％最終確認】,非公開（archived）,no,,n/a,no,no,other,,
mental-prep-exam-day,直前・当日,第一種衛生管理者試験の当日メンタル対策【100問·集中力·初問パニック】,archived,F直前,do,A,8,skip,final-day-checklist,第一種衛生管理者試験の当日メンタル対策【100問·集中力·初問パニック】,非公開（archived）,no,,n/a,no,no,other,,
eligibility-myths,注意点・更新,第一種衛生管理者試験の受験資格の誤解【選任·実務·登録の違い】,archived,G合格後,do,A,30,skip,,第一種衛生管理者試験の受験資格の誤解【選任·実務·登録の違い】,非公開（archived）,no,,n/a,no,no,other,,
career-after-qualification,注意点・更新,第一種衛生管理者試験の合格後のキャリア【選任·専任·他資格連携】,archived,G合格後,do,C,18,skip,,第一種衛生管理者試験の合格後のキャリア【選任·専任·他資格連携】,非公開（archived）,no,,n/a,no,no,other,,
common-misconceptions,注意点・更新,第一種衛生管理者試験のよくある誤解【100問·5科目·44問訂正】,archived,G合格後,do,C,18,skip,,第一種衛生管理者試験のよくある誤解【100問·5科目·44問訂正】,非公開（archived）,no,,n/a,no,no,other,,
difficulty-myths,注意点・更新,第一種衛生管理者試験の難易度の誤解【足切り40％·公表50％前後】,archived,G合格後,do,C,18,skip,,第一種衛生管理者試験の難易度の誤解【足切り40％·公表50％前後】,非公開（archived）,no,,n/a,no,no,other,,
pass-only-past-questions-myth,注意点・更新,第一種衛生管理者試験の過去問だけで合格できる誤解【章→20問→100問】,archived,G合格後,do,C,18,skip,,第一種衛生管理者試験の過去問だけで合格できる誤解【章→20問→100問】,非公開（archived）,no,,n/a,no,no,other,,
study-hours-myth,注意点・更新,第一種衛生管理者試験の勉強時間の神話【80〜120時間·週8時間】,archived,G合格後,do,C,18,skip,,第一種衛生管理者試験の勉強時間の神話【80〜120時間·週8時間】,非公開（archived）,no,,n/a,no,no,other,,
exam-changes,注意点・更新,第一種衛生管理者試験の試験制度の変更点【100問·60％·40％足切り】,archived,G合格後,do,C,6,skip,syllabus-how-to-read,第一種衛生管理者試験の試験制度の変更点【100問·60％·40％足切り】,非公開（archived）,no,,n/a,no,no,other,,
fail-retry-plan,注意点・更新,第一種衛生管理者試験の不合格からの再受験計画,archived,G合格後,do,C,6,skip,retake-strategy,第一種衛生管理者試験の不合格からの再受験計画,非公開（archived）,no,,n/a,no,no,other,,
legal-revision-impact,注意点・更新,第一種衛生管理者試験の法改正の学習への影響【改正章·616問再確認】,archived,G合格後,do,C,6,skip,syllabus-how-to-read,第一種衛生管理者試験の法改正の学習への影響【改正章·616問再確認】,非公開（archived）,no,,n/a,no,no,other,,
official-info-update-habits,注意点・更新,第一種衛生管理者·公式情報の更新確認習慣【月次チェック】,archived,G合格後,do,C,6,skip,syllabus-how-to-read,第一種衛生管理者·公式情報の更新確認習慣【月次チェック】,非公開（archived）,no,,n/a,no,no,other,,
retake-schedule-adjustment,注意点・更新,第一種衛生管理者試験の再受験の日程調整【次回申込·100問180分】,archived,G合格後,do,A,6,skip,retake-strategy,第一種衛生管理者試験の再受験の日程調整【次回申込·100問180分】,非公開（archived）,no,,n/a,no,no,other,,
score-gap-analysis,注意点・更新,第一種衛生管理者試験の得点差の分析と対策【科目間ギャップ·100問】,archived,G合格後,do,C,6,skip,retake-strategy,第一種衛生管理者試験の得点差の分析と対策【科目間ギャップ·100問】,非公開（archived）,no,,n/a,no,no,other,,
syllabus-update-tracker,注意点・更新,第一種衛生管理者試験のシラバス・出題範囲の更新【要項差分トラッカー】,archived,G合格後,do,C,6,skip,syllabus-how-to-read,第一種衛生管理者試験のシラバス・出題範囲の更新【要項差分トラッカー】,非公開（archived）,no,,n/a,no,no,other,,
calculation-drill,用語ハブ活用法,第一種衛生管理者試験の計算ドリル【WBGT·2.5分/問·20問連動】,archived,H用語導線,know,C,4,skip,,第一種衛生管理者試験の計算ドリル【WBGT·2.5分/問·20問連動】,非公開（archived）,no,,n/a,no,no,other,,
confusing-terms,用語ハブ活用法,第一種衛生管理者試験·混同しやすい用語【5科目×比較表10組】,archived,H用語導線,know,C,4,skip,,第一種衛生管理者試験·混同しやすい用語【5科目×比較表10組】,非公開（archived）,no,,n/a,no,no,other,,
formula-memorization,用語ハブ活用法,第一種衛生管理者試験の公式·計算式の覚え方【WBGT·労働生理】,archived,H用語導線,know,C,4,skip,,第一種衛生管理者試験の公式·計算式の覚え方【WBGT·労働生理】,非公開（archived）,no,,n/a,no,no,other,,
glossary-study-method,用語ハブ活用法,第一種衛生管理者試験の用語集の活用法【演習誤答→用語→解き直し】,archived,H用語導線,know,C,4,skip,,第一種衛生管理者試験の用語集の活用法【演習誤答→用語→解き直し】,非公開（archived）,no,,n/a,no,no,other,,
important-terms-list,用語ハブ活用法,第一種衛生管理者試験·重要用語リスト【5科目×頻出20語】,archived,H用語導線,know,C,4,skip,,第一種衛生管理者試験·重要用語リスト【5科目×頻出20語】,非公開（archived）,no,,n/a,no,no,other,,
numbers-and-deadlines,用語ハブ活用法,第一種衛生管理者試験の数字·期限のまとめ方【許容濃度·保存年数】,archived,H用語導線,know,C,4,skip,,第一種衛生管理者試験の数字·期限のまとめ方【許容濃度·保存年数】,非公開（archived）,no,,n/a,no,no,other,,
numeric-trap-choices,用語ハブ活用法,第一種衛生管理者試験の数値ひっかけ対策【用語解説·100問180分】,archived,H用語導線,know,C,4,skip,,第一種衛生管理者試験の数値ひっかけ対策【用語解説·100問180分】,非公開（archived）,no,,n/a,no,no,other,,
rate-and-percentage,用語ハブ活用法,第一種衛生管理者試験の割合·百分率問題【5科目·計算手順】,archived,H用語導線,know,C,4,skip,,第一種衛生管理者試験の割合·百分率問題【5科目·計算手順】,非公開（archived）,no,,n/a,no,no,other,,
related-terms-navigation,用語ハブ活用法,第一種衛生管理者試験·関連用語での回遊【用語解説·5科目タグ】,archived,H用語導線,know,C,4,skip,,第一種衛生管理者試験·関連用語での回遊【用語解説·5科目タグ】,非公開（archived）,no,,n/a,no,no,other,,
terms-importance-levels,用語ハブ活用法,第一種衛生管理者試験·用語重要度の見方【5科目×A/B/C】,archived,H用語導線,know,C,4,skip,,第一種衛生管理者試験·用語重要度の見方【5科目×A/B/C】,非公開（archived）,no,,n/a,no,no,other,,
terms-with-past-questions,用語ハブ活用法,第一種衛生管理者試験·過去問連動用語【演習誤答→用語解説】,archived,H用語導線,know,C,4,skip,,第一種衛生管理者試験·過去問連動用語【演習誤答→用語解説】,非公開（archived）,no,,n/a,no,no,other,,
moushikomi-nagare,受験・申込,第一種衛生管理者試験の申込み・受験の流れ【オンライン申込から試験日まで】,archived,I固有,do,A,42,skip,,第一種衛生管理者試験の申込み・受験の流れ【オンライン申込から試験日まで】,非公開（archived）,no,,n/a,yes,no,other,,
saijuken-guide,受験・申込,第一種衛生管理者·不合格後の再受験ガイド【切り替えと弱点克服】,archived,I固有,do,A,42,skip,,第一種衛生管理者·不合格後の再受験ガイド【切り替えと弱点克服】,非公開（archived）,no,,n/a,yes,no,other,,
shiken-guide,試験概要,第一種衛生管理者 試験ガイド【100問5科目·受験資格·独学の全体像】,archived,I固有,do,A,42,skip,,第一種衛生管理者 試験ガイド【100問5科目·受験資格·独学の全体像】,非公開（archived）,no,,n/a,yes,no,other,,
shiken-kamoku,試験概要,第一種衛生管理者の試験科目·出題範囲【5科目100問·各20問】,archived,I固有,do,A,42,skip,,第一種衛生管理者の試験科目·出題範囲【5科目100問·各20問】,非公開（archived）,no,,n/a,yes,no,other,,
shiken-mondai-keishiki,試験概要,第一種衛生管理者試験·問題形式·時間配分【100問·180分·5科目】,archived,I固有,do,A,42,skip,,第一種衛生管理者試験·問題形式·時間配分【100問·180分·5科目】,非公開（archived）,no,,n/a,yes,no,other,,
shiken-tojitsu-mochimono,試験概要,第一種衛生管理者・試験当日の持ち物【HB鉛筆・受験票・13:30開始】,archived,I固有,do,A,42,skip,,第一種衛生管理者・試験当日の持ち物【HB鉛筆・受験票・13:30開始】,非公開（archived）,no,,n/a,yes,no,other,,
anzen-eisei-taisei,分野別対策,第一種衛生管理者·安全衛生管理体制【選任·専任·委員会】,archived,I固有,do,B,36,skip,,第一種衛生管理者·安全衛生管理体制【選任·専任·委員会】,非公開（archived）,no,,n/a,yes,no,other,,
benkyou-jikan,独学対策,第一種衛生管理者の勉強時間はどれくらい？1·2·3ヶ月の目安【80〜120時間】,archived,I固有,do,B,36,skip,,第一種衛生管理者の勉強時間はどれくらい？1·2·3ヶ月の目安【80〜120時間】,非公開（archived）,no,,n/a,yes,no,other,,
benkyou-junban,独学対策,第一種衛生管理者・勉強の順番【初学者5科目ロードマップ】,archived,I固有,do,B,36,skip,,第一種衛生管理者・勉強の順番【初学者5科目ロードマップ】,非公開（archived）,no,,n/a,yes,no,other,,
dokugaku-guide,独学対策,第一種衛生管理者の独学合格ガイド【過去問・一問一答・直前対策の進め方】,archived,I固有,do,B,36,skip,,第一種衛生管理者の独学合格ガイド【過去問・一問一答・直前対策の進め方】,非公開（archived）,no,,n/a,yes,no,other,,
funjin-sokutei-matome,分野別対策,第一種衛生管理者·粉じん·作業環境測定【有害40問のつながり】,archived,I固有,do,B,36,skip,,第一種衛生管理者·粉じん·作業環境測定【有害40問のつながり】,非公開（archived）,no,,n/a,yes,no,other,,
horei-kaisei-benkyou,独学対策,第一種衛生管理者·法令改正の追い方【最新テキストと演習の更新】,archived,I固有,do,B,36,skip,,第一種衛生管理者·法令改正の追い方【最新テキストと演習の更新】,非公開（archived）,no,,n/a,yes,no,other,,
ichimon-ittou-guide,独学対策,第一種衛生管理者・一問一答の使い方【数値·期限·組合せの反復】,archived,I固有,do,B,36,skip,,第一種衛生管理者・一問一答の使い方【数値·期限·組合せの反復】,非公開（archived）,no,,n/a,yes,no,other,,
kagaku-busshitsu-taisaku,分野別対策,第一種衛生管理者・化学物質管理の試験対策【化管法·3列メモ】,archived,I固有,do,B,36,skip,,第一種衛生管理者・化学物質管理の試験対策【化管法·3列メモ】,非公開（archived）,no,,n/a,yes,no,other,,
kakomon-kakaikata,独学対策,第一種衛生管理者・過去問の効果的な回し方【1周目・2周目・3周目】,archived,I固有,do,B,36,skip,,第一種衛生管理者・過去問の効果的な回し方【1周目・2周目・3周目】,非公開（archived）,no,,n/a,yes,no,other,,
kankei-hourei-benkyou,分野別対策,第一種衛生管理者・関係法令の勉強法【有害·有害以外2科目40問】,archived,I固有,do,B,36,skip,,第一種衛生管理者・関係法令の勉強法【有害·有害以外2科目40問】,非公開（archived）,no,,n/a,yes,no,other,,
kenko-shindan-guide,分野別対策,第一種衛生管理者·健康診断試験対策【定期·特定·保存30年】,archived,I固有,do,B,36,skip,,第一種衛生管理者·健康診断試験対策【定期·特定·保存30年】,非公開（archived）,no,,n/a,yes,no,other,,
machigai-chui-ten,独学対策,第一種衛生管理者·よく間違える論点【5科目·ひっかけ対策】,archived,I固有,do,B,36,skip,,第一種衛生管理者·よく間違える論点【5科目·ひっかけ対策】,非公開（archived）,no,,n/a,yes,no,other,,
netchu-wbgt-guide,分野別対策,第一種衛生管理者·温熱·WBGT·暑熱順化【計算と法令】,archived,I固有,do,B,36,skip,,第一種衛生管理者·温熱·WBGT·暑熱順化【計算と法令】,非公開（archived）,no,,n/a,yes,no,other,,
nishu-kara-ichishu,独学対策,第二種衛生管理者から第一種へ【差分40問·労働生理20問】,archived,I固有,do,B,36,skip,,第二種衛生管理者から第一種へ【差分40問·労働生理20問】,非公開（archived）,no,,n/a,yes,no,other,,
orig-mondai-guide,独学対策,第一種衛生管理者·オリジナル問題の使い方【本番前の実力チェック】,archived,I固有,do,B,36,skip,,第一種衛生管理者·オリジナル問題の使い方【本番前の実力チェック】,非公開（archived）,no,,n/a,yes,no,other,,
rodoeisei-benkyou,分野別対策,第一種衛生管理者・労働衛生の勉強法【有害·有害以外40問】,archived,I固有,do,B,36,skip,,第一種衛生管理者・労働衛生の勉強法【有害·有害以外40問】,非公開（archived）,no,,n/a,yes,no,other,,
rodoseiri-benkyou,分野別対策,第一種衛生管理者・労働生理の勉強法【計算·WBGT·8/20足切り】,archived,I固有,do,B,36,skip,,第一種衛生管理者・労働生理の勉強法【計算·WBGT·8/20足切り】,非公開（archived）,no,,n/a,yes,no,other,,
shukkin-dokugaku-jikan,独学対策,仕事しながら第一種衛生管理者を目指す【平日1.5h＋土日4h】,archived,I固有,do,B,36,skip,,仕事しながら第一種衛生管理者を目指す【平日1.5h＋土日4h】,非公開（archived）,no,,n/a,yes,no,other,,
stress-check-taisaku,分野別対策,第一種衛生管理者·ストレスチェック試験対策【50人·面接·保存】,archived,I固有,do,B,36,skip,,第一種衛生管理者·ストレスチェック試験対策【50人·面接·保存】,非公開（archived）,no,,n/a,yes,no,other,,
textbook-senmon,独学対策,第一種衛生管理者のテキスト・通信講座の選び方【独学1冊＋演習】,archived,I固有,do,B,36,skip,,第一種衛生管理者のテキスト・通信講座の選び方【独学1冊＋演習】,非公開（archived）,no,,n/a,yes,no,other,,
yuugai-gyoumu-matome,分野別対策,第一種衛生管理者·有害業務·優遇措置の整理【法令40問のつながり】,archived,I固有,do,B,36,skip,,第一種衛生管理者·有害業務·優遇措置の整理【法令40問のつながり】,非公開（archived）,no,,n/a,yes,no,other,,
eisei-kanrisha-gyoumu,試験概要,第一種衛生管理者·仕事内容【試験合格後の役割·選任】,archived,I固有,do,C,30,skip,,第一種衛生管理者·仕事内容【試験合格後の役割·選任】,非公開（archived）,no,,n/a,yes,no,other,,
kakomon-theme-frequency,試験概要,第一種衛生管理者·過去問616問·科目·テーマ別出題傾向【14回分】,archived,I固有,do,C,30,skip,,第一種衛生管理者·過去問616問·科目·テーマ別出題傾向【14回分】,非公開（archived）,no,,n/a,yes,no,other,,
sangyoui-senmon-eisei,用語ハブ活用法,産業医と衛生管理者の違い【試験範囲·職場役割·用語解説活用法】,archived,I固有,know,C,20,skip,,産業医と衛生管理者の違い【試験範囲·職場役割·用語解説活用法】,非公開（archived）,no,,n/a,yes,no,other,,
tokutei-gyomu-kenko,用語ハブ活用法,特定業務従事者の健康診断【試験範囲·用語解説と20問演習】,archived,I固有,know,C,20,skip,,特定業務従事者の健康診断【試験範囲·用語解説と20問演習】,非公開（archived）,no,,n/a,yes,no,other,,
affiliate-correspondence-course,独学対策,第一種衛生管理者試験の通信講座比較【TAC vs LEC】独学との併用【2026年度版】,draft,Jアフィ,buy,B,56,skip,,第一種衛生管理者試験の通信講座比較【TAC vs LEC】独学との併用【2026年度版】,非公開（draft）,no,,n/a,no,no,affiliate,,
affiliate-cram-school,独学対策,第一種衛生管理者試験の通学講座比較【TAC教室 vs ビデオブース】独学との併用【2026年度版】,draft,Jアフィ,buy,B,56,skip,,第一種衛生管理者試験の通学講座比較【TAC教室 vs ビデオブース】独学との併用【2026年度版】,非公開（draft）,no,,n/a,no,no,affiliate,,
