hub_file,slug,title,highlight,values,flags,verified
numbers.csv,lead-management-num-s39,鉛管理の数値整理（横断総合）,鉛管理の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：特殊健康診断（鉛）,数値整理は試験要項・省令で確認 | 特殊健康診断（鉛） | 弱点タグ付きノート | 同型誤答の再演習 | 鉛管理の数値整理,concept_page;maybe_missing_digit,OK-practice
numbers.csv,organic-first-class-num-s39,有機溶剤第一種｜横断数値（総合）,有機溶剤第一種管理の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：有機溶剤中毒予防規則（区分・局所排気・評価）,数値整理は試験要項・省令で確認 | 有機溶剤中毒予防規則（区分・局所排気・評価） | 弱点タグ付きノート | 同型誤答の再演習 | 有機溶剤第一種管理の数値整理,concept_page;maybe_missing_digit,
numbers.csv,appointment-requirements-num-s39,選任要件の数値整理（横断総合）,選任要件の数値整理 — 記録・保存：弱点タグ付きノート / 試験の確認点：同型誤答の再演習,弱点タグ付きノート | 同型誤答の再演習 | 選任要件の数値整理 | 数値整理は試験要項・省令で確認 | 衛生管理者（選任・常勤・専任・資格区分）,concept_page;maybe_missing_digit,OK
numbers.csv,special-health-exam-num-s39,特殊健診の数値整理（横断総合）,特殊健診の数値整理 — 関連制度：定期健康診断／雇入時／特殊健康診断 / 記録・保存：弱点タグ付きノート,定期健康診断／雇入時／特殊健康診断 | 弱点タグ付きノート | 同型誤答の再演習 | 特殊健診の数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,improvement-plan-num-s39,改善計画の数値整理（横断総合）,改善計画の数値整理 — 記録・保存：弱点タグ付きノート / 試験の確認点：同型誤答の再演習,弱点タグ付きノート | 同型誤答の再演習 | 改善計画の数値整理 | 数値整理は試験要項・省令で確認 | 安全衛生改善計画（届出・公表）,concept_page;maybe_missing_digit,OK-practice
numbers.csv,daiichi-harmful-comprehensive-num-s40,第一種有害業務総合の数値整理（深化整理）,第一種有害業務総合の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 第一種有害業務総合の数値整理 | 数値整理は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任）,concept_page,
numbers.csv,tokuka-first-class-detail-num-s40,特定化学物質第一類｜数値・手続（深化）,特定化学物質第一類詳細の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 特定化学物質第一類詳細の数値整理 | 数値整理は試験要項・省令で確認 | 製造許可物質（第1類特定化学物質）,verify_official,OK-practice
numbers.csv,lead-tetra-alkyl-ops-num-s40,四アルキル鉛運用｜数値・手続（深化）,鉛・四アルキル鉛運用の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：特殊健康診断（鉛）,数値整理は試験要項・省令で確認 | 特殊健康診断（鉛） | 学習記録 | 過去問で型確認 | 鉛・四アルキル鉛運用の数値整理,concept_page,
numbers.csv,asbestos-mgmt-num-s40,石綿管理の数値整理（深化整理）,石綿管理の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 石綿管理の数値整理 | 数値整理は試験要項・省令で確認 | 石綿障害予防規則（事前調査・除去・記録）,concept_page,
numbers.csv,organic-first-class-mgmt-num-s40,有機溶剤第一種｜管理手続数値（深化）,有機溶剤第一種管理の数値整理 — 関連制度：有機溶剤中毒予防規則（区分・局所排気・評価） / 記録・保存：学習記録,有機溶剤中毒予防規則（区分・局所排気・評価） | 学習記録 | 過去問で型確認 | 有機溶剤第一種管理の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,exam44-final-prep-num-s40,44問直前対策の数値整理（深化整理）,44問直前対策の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 44問直前対策の数値整理 | 数値整理は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任）,verify_official,OK
numbers.csv,appointment-dedicated-duty-num-s40,選任専任性の数値整理（深化整理）,選任専任性の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：衛生管理者（選任・常勤・専任・資格区分）,数値整理は試験要項・省令で確認 | 衛生管理者（選任・常勤・専任・資格区分） | 学習記録 | 過去問で型確認 | 選任専任性の数値整理,concept_page,OK
numbers.csv,improvement-plan-directive-num-s40,改善計画指示の数値整理（深化整理）,改善計画指示の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：安全衛生改善計画（届出・公表）,数値整理は試験要項・省令で確認 | 安全衛生改善計画（届出・公表） | 学習記録 | 過去問で型確認 | 改善計画指示の数値整理,concept_page,OK-practice
numbers.csv,chem-survey-record-num-s40,化学物質調査記録の数値整理（深化整理）,化学物質調査記録の数値整理 — 確認テーマ：化学物質調査記録の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,化学物質調査記録の数値整理 | 数値整理は試験要項・省令で確認 | 化学物質管理者（選任・職務） | 学習記録 | 過去問で型確認,concept_page,
numbers.csv,safety-health-mgmt-system-num-s40,安全衛生管理体制の数値整理（深化整理）,安全衛生管理体制の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 安全衛生管理体制の数値整理 | 数値整理は試験要項・省令で確認 | 安全衛生管理体制（総括／衛生管理者／産業医）,concept_page,
numbers.csv,daiichi-harmful-comprehensive-num-s41,第一種有害業務総合の数値整理（現場応用）,第一種有害業務総合の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 第一種有害業務総合の数値整理 | 数値整理は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任）,concept_page,
numbers.csv,tokuka-first-class-detail-num-s41,特定化学物質第一類詳細の数値整理（現場応用）,特定化学物質第一類詳細の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 特定化学物質第一類詳細の数値整理 | 数値整理は試験要項・省令で確認 | 製造許可物質（第1類特定化学物質）,verify_official,OK-practice
numbers.csv,lead-tetra-alkyl-ops-num-s41,鉛・四アルキル鉛運用の数値整理（現場応用）,鉛・四アルキル鉛運用の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 鉛・四アルキル鉛運用の数値整理 | 数値整理は試験要項・省令で確認 | 特殊健康診断（鉛）,concept_page,
numbers.csv,asbestos-mgmt-num-s41,石綿管理の数値整理（現場応用）,石綿管理の数値整理 — 関連制度：石綿障害予防規則（事前調査・除去・記録） / 記録・保存：学習記録,石綿障害予防規則（事前調査・除去・記録） | 学習記録 | 過去問で型確認 | 石綿管理の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,organic-first-class-mgmt-num-s41,有機溶剤第一種管理の数値整理（現場応用）,有機溶剤第一種管理の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 有機溶剤第一種管理の数値整理 | 数値整理は試験要項・省令で確認 | 有機溶剤中毒予防規則（区分・局所排気・評価）,concept_page,
numbers.csv,exam44-final-prep-num-s41,44問直前対策の数値整理（現場応用）,44問直前対策の数値整理 — 関連制度：衛生工学衛生管理者（有害業務での選任） / 記録・保存：学習記録,衛生工学衛生管理者（有害業務での選任） | 学習記録 | 過去問で型確認 | 44問直前対策の数値整理 | 数値整理は試験要項・省令で確認,verify_official,OK
numbers.csv,appointment-dedicated-duty-num-s41,選任専任性の数値整理（現場応用）,選任専任性の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：衛生管理者（選任・常勤・専任・資格区分）,数値整理は試験要項・省令で確認 | 衛生管理者（選任・常勤・専任・資格区分） | 学習記録 | 過去問で型確認 | 選任専任性の数値整理,concept_page,OK
numbers.csv,improvement-plan-directive-num-s41,改善計画指示の数値整理（現場応用）,改善計画指示の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 改善計画指示の数値整理 | 数値整理は試験要項・省令で確認 | 安全衛生改善計画（届出・公表）,concept_page,OK-practice
numbers.csv,chem-survey-record-num-s41,化学物質調査記録の数値整理（現場応用）,化学物質調査記録の数値整理 — 関連制度：化学物質管理者（選任・職務） / 記録・保存：学習記録,化学物質管理者（選任・職務） | 学習記録 | 過去問で型確認 | 化学物質調査記録の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,safety-health-mgmt-system-num-s41,安全衛生管理体制の数値整理（現場応用）,安全衛生管理体制の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：安全衛生管理体制（総括／衛生管理者／産業医）,数値整理は試験要項・省令で確認 | 安全衛生管理体制（総括／衛生管理者／産業医） | 学習記録 | 過去問で型確認 | 安全衛生管理体制の数値整理,concept_page,
numbers.csv,daiichi-harmful-comprehensive-num-s42,第一種有害業務総合の数値整理（頻出再整理）,第一種有害業務総合の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：衛生工学衛生管理者（有害業務での選任）,数値整理は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任） | 学習記録 | 過去問で型確認 | 第一種有害業務総合の数値整理,concept_page,
numbers.csv,tokuka-first-class-detail-num-s42,特定化学物質第一類｜頻出数値（再整理）,特定化学物質第一類詳細の数値整理 — 確認テーマ：特定化学物質第一類詳細の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,特定化学物質第一類詳細の数値整理 | 数値整理は試験要項・省令で確認 | 製造許可物質（第1類特定化学物質） | 学習記録 | 過去問で型確認,verify_official,OK-practice
numbers.csv,lead-tetra-alkyl-ops-num-s42,四アルキル鉛運用｜頻出数値（再整理）,鉛・四アルキル鉛運用の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：特殊健康診断（鉛）,数値整理は試験要項・省令で確認 | 特殊健康診断（鉛） | 学習記録 | 過去問で型確認 | 鉛・四アルキル鉛運用の数値整理,concept_page,
numbers.csv,asbestos-mgmt-num-s42,石綿管理の数値整理（頻出再整理）,石綿管理の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：石綿障害予防規則（事前調査・除去・記録）,数値整理は試験要項・省令で確認 | 石綿障害予防規則（事前調査・除去・記録） | 学習記録 | 過去問で型確認 | 石綿管理の数値整理,concept_page,
numbers.csv,organic-first-class-mgmt-num-s42,有機溶剤第一種管理の数値整理（頻出再整理）,有機溶剤第一種管理の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：有機溶剤中毒予防規則（区分・局所排気・評価）,数値整理は試験要項・省令で確認 | 有機溶剤中毒予防規則（区分・局所排気・評価） | 学習記録 | 過去問で型確認 | 有機溶剤第一種管理の数値整理,concept_page,
numbers.csv,exam44-final-prep-num-s42,44問直前対策の数値整理（頻出再整理）,44問直前対策の数値整理 — 関連制度：衛生工学衛生管理者（有害業務での選任） / 記録・保存：学習記録,衛生工学衛生管理者（有害業務での選任） | 学習記録 | 過去問で型確認 | 44問直前対策の数値整理 | 数値整理は試験要項・省令で確認,verify_official,OK
numbers.csv,appointment-dedicated-duty-num-s42,選任専任性の数値整理（頻出再整理）,選任専任性の数値整理 — 関連制度：衛生管理者（選任・常勤・専任・資格区分） / 記録・保存：学習記録,衛生管理者（選任・常勤・専任・資格区分） | 学習記録 | 過去問で型確認 | 選任専任性の数値整理 | 数値整理は試験要項・省令で確認,concept_page,OK
numbers.csv,improvement-plan-directive-num-s42,改善計画指示の数値整理（頻出再整理）,改善計画指示の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 改善計画指示の数値整理 | 数値整理は試験要項・省令で確認 | 安全衛生改善計画（届出・公表）,concept_page,OK-practice
numbers.csv,chem-survey-record-num-s42,化学物質調査記録の数値整理（頻出再整理）,化学物質調査記録の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 化学物質調査記録の数値整理 | 数値整理は試験要項・省令で確認 | 化学物質管理者（選任・職務）,concept_page,
numbers.csv,safety-health-mgmt-system-num-s42,安全衛生管理体制の数値整理（頻出再整理）,安全衛生管理体制の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 安全衛生管理体制の数値整理 | 数値整理は試験要項・省令で確認 | 安全衛生管理体制（総括／衛生管理者／産業医）,concept_page,
numbers.csv,daiichi-harmful-comprehensive-num-s43,第一種有害業務総合の数値整理（ガイド更新）,第一種有害業務総合の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：衛生工学衛生管理者（有害業務での選任）,数値整理は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任） | 学習記録 | 過去問で型確認 | 第一種有害業務総合の数値整理,concept_page,
numbers.csv,tokuka-first-class-detail-num-s43,特定化学物質第一類詳細の数値整理（ガイド更新）,特定化学物質第一類詳細の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 特定化学物質第一類詳細の数値整理 | 数値整理は試験要項・省令で確認 | 製造許可物質（第1類特定化学物質）,verify_official,OK-practice
numbers.csv,lead-tetra-alkyl-ops-num-s43,鉛・四アルキル鉛運用の数値整理（ガイド更新）,鉛・四アルキル鉛運用の数値整理 — 関連制度：特殊健康診断（鉛） / 記録・保存：学習記録,特殊健康診断（鉛） | 学習記録 | 過去問で型確認 | 鉛・四アルキル鉛運用の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,asbestos-mgmt-num-s43,石綿管理の数値整理（ガイド更新）,石綿管理の数値整理 — 確認テーマ：石綿管理の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,石綿管理の数値整理 | 数値整理は試験要項・省令で確認 | 石綿障害予防規則（事前調査・除去・記録） | 学習記録 | 過去問で型確認,concept_page,
numbers.csv,organic-first-class-mgmt-num-s43,有機溶剤第一種｜管理数値（ガイド更新）,有機溶剤第一種管理の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：有機溶剤中毒予防規則（区分・局所排気・評価）,数値整理は試験要項・省令で確認 | 有機溶剤中毒予防規則（区分・局所排気・評価） | 学習記録 | 過去問で型確認 | 有機溶剤第一種管理の数値整理,concept_page,
numbers.csv,exam44-final-prep-num-s43,44問直前対策の数値整理（ガイド更新）,44問直前対策の数値整理 — 関連制度：衛生工学衛生管理者（有害業務での選任） / 記録・保存：学習記録,衛生工学衛生管理者（有害業務での選任） | 学習記録 | 過去問で型確認 | 44問直前対策の数値整理 | 数値整理は試験要項・省令で確認,verify_official,OK
numbers.csv,appointment-dedicated-duty-num-s43,選任専任性の数値整理（ガイド更新）,選任専任性の数値整理 — 確認テーマ：選任専任性の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,選任専任性の数値整理 | 数値整理は試験要項・省令で確認 | 衛生管理者（選任・常勤・専任・資格区分） | 学習記録 | 過去問で型確認,concept_page,OK
numbers.csv,improvement-plan-directive-num-s43,改善計画指示の数値整理（ガイド更新）,改善計画指示の数値整理 — 確認テーマ：改善計画指示の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,改善計画指示の数値整理 | 数値整理は試験要項・省令で確認 | 安全衛生改善計画（届出・公表） | 学習記録 | 過去問で型確認,concept_page,OK-practice
numbers.csv,chem-survey-record-num-s43,化学物質調査記録の数値整理（ガイド更新）,化学物質調査記録の数値整理 — 関連制度：化学物質管理者（選任・職務） / 記録・保存：学習記録,化学物質管理者（選任・職務） | 学習記録 | 過去問で型確認 | 化学物質調査記録の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,safety-health-mgmt-system-num-s43,安全衛生管理体制の数値整理（ガイド更新）,安全衛生管理体制の数値整理 — 確認テーマ：安全衛生管理体制の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,安全衛生管理体制の数値整理 | 数値整理は試験要項・省令で確認 | 安全衛生管理体制（総括／衛生管理者／産業医） | 学習記録 | 過去問で型確認,concept_page,
numbers.csv,daiichi-harmful-comprehensive-num-s44,第一種有害業務総合の数値整理（直前総合）,第一種有害業務総合の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：衛生工学衛生管理者（有害業務での選任）,数値整理は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任） | 学習記録 | 過去問で型確認 | 第一種有害業務総合の数値整理,concept_page,
numbers.csv,tokuka-first-class-detail-num-s44,特定化学物質第一類詳細の数値整理（直前総合）,特定化学物質第一類詳細の数値整理 — 確認テーマ：特定化学物質第一類詳細の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,特定化学物質第一類詳細の数値整理 | 数値整理は試験要項・省令で確認 | 製造許可物質（第1類特定化学物質） | 学習記録 | 過去問で型確認,verify_official,OK-practice
numbers.csv,lead-tetra-alkyl-ops-num-s44,鉛・四アルキル鉛運用の数値整理（直前総合）,鉛・四アルキル鉛運用の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 鉛・四アルキル鉛運用の数値整理 | 数値整理は試験要項・省令で確認 | 特殊健康診断（鉛）,concept_page,
numbers.csv,asbestos-mgmt-num-s44,石綿管理の数値整理（直前総合）,石綿管理の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：石綿障害予防規則（事前調査・除去・記録）,数値整理は試験要項・省令で確認 | 石綿障害予防規則（事前調査・除去・記録） | 学習記録 | 過去問で型確認 | 石綿管理の数値整理,concept_page,
numbers.csv,organic-first-class-mgmt-num-s44,有機溶剤第一種｜直前数値（管理）,有機溶剤第一種管理の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 有機溶剤第一種管理の数値整理 | 数値整理は試験要項・省令で確認 | 有機溶剤中毒予防規則（区分・局所排気・評価）,concept_page,
numbers.csv,exam44-final-prep-num-s44,44問直前対策の数値整理（直前総合）,44問直前対策の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 44問直前対策の数値整理 | 数値整理は試験要項・省令で確認 | 衛生工学衛生管理者（有害業務での選任）,verify_official,OK
numbers.csv,appointment-dedicated-duty-num-s44,選任専任性の数値整理（直前総合）,選任専任性の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 選任専任性の数値整理 | 数値整理は試験要項・省令で確認 | 衛生管理者（選任・常勤・専任・資格区分）,concept_page,OK
numbers.csv,improvement-plan-directive-num-s44,改善計画指示の数値整理（直前総合）,改善計画指示の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 改善計画指示の数値整理 | 数値整理は試験要項・省令で確認 | 安全衛生改善計画（届出・公表）,concept_page,OK-practice
numbers.csv,chem-survey-record-num-s44,化学物質調査記録の数値整理（直前総合）,化学物質調査記録の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：化学物質管理者（選任・職務）,数値整理は試験要項・省令で確認 | 化学物質管理者（選任・職務） | 学習記録 | 過去問で型確認 | 化学物質調査記録の数値整理,concept_page,
numbers.csv,safety-health-mgmt-system-num-s44,安全衛生管理体制の数値整理（直前総合）,安全衛生管理体制の数値整理 — 確認テーマ：安全衛生管理体制の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,安全衛生管理体制の数値整理 | 数値整理は試験要項・省令で確認 | 安全衛生管理体制（総括／衛生管理者／産業医） | 学習記録 | 過去問で型確認,concept_page,
